ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
71,1,2024-05-07 07:36:41,2024-05-07 07:36:41,,Dog Puppy Beef/Chicken Burk - 400g,storlek: 400g,publish,closed,closed,,dog-puppy-beef-chicken-burk-400g,,,2024-05-07 07:37:20,2024-05-07 07:37:20,,70,http://petpalace.test/?post_type=product_variation&p=71,1,product_variation,,0
72,1,2024-05-07 07:38:17,2024-05-07 07:38:17,,6 (1),,inherit,open,closed,,6-1,,,2024-05-07 07:38:17,2024-05-07 07:38:17,,70,http://petpalace.test/wp-content/uploads/2024/05/6-1.png,0,attachment,image/png,0
73,1,2024-05-07 07:44:47,2024-05-07 07:44:47,"ZOO GOOD Lamb är ett spannmålsfritt våtfoder för vuxna hundar med lamm som enda proteinkälla (kött, lever, hjärta och lungor). Maten har en lite högre energihalt vilket gör den lämplig för mer aktiva hundar eller matvägrare. Fodret är tillagat i sin egen köttsaft vilket gör det exceptionellt smakligt. Kan användas som helfoder eller som smaskig topping. 400 g

Innehåller: Protein: 10% - Fett: 8% - Råaska: 2.5% - Råfibrer: 0.7% - Vatten: 78% - Kalcium: 0.25%, Fosfor: 0.2% - Omega-3 fettsyror: 0.10%",Dog Adult Lamb Burk,,publish,open,closed,,dog-adult-lamb-burk,,,2024-05-07 07:44:48,2024-05-07 07:44:48,,0,http://petpalace.test/?post_type=product&#038;p=73,0,product,,0
74,1,2024-05-07 07:41:29,2024-05-07 07:41:29,,9 (1),,inherit,open,closed,,9-1,,,2024-05-07 07:41:29,2024-05-07 07:41:29,,73,http://petpalace.test/wp-content/uploads/2024/05/9-1.png,0,attachment,image/png,0
75,1,2024-05-07 07:43:53,2024-05-07 07:43:53,,Dog Adult Lamb Burk - 400g,storlek: 400g,publish,closed,closed,,dog-adult-lamb-burk-400g,,,2024-05-07 07:44:31,2024-05-07 07:44:31,,73,http://petpalace.test/?post_type=product_variation&p=75,1,product_variation,,0
76,1,2024-05-07 07:53:16,2024-05-07 07:53:16,"Anallergenic torrfoder är ett dietiskt helfoder för hundar, som är utvecklat för minskad intolerans mot ingredienser och näringsämnen. Hydrolyserade proteinkällor och utvalda kolhydratkällor. REKOMMENDATION: veterinär bör rådfrågas före användning och före en förlängning av användningstiden. Använd Anallergenic torrfoder 3 till 8 veckor: om tecknen på intolerans försvinner, kan detta foder inledningsvis användas i upp till ett år.

Innehåller: Protein 18,0 %, Fettinnehåll 16,5 %, Råaska 6,2 %, Växttråd 2,0 %, Essentiell fettsyra (linolsyra) 2,6 %.",Dog Allergy Management,,publish,open,closed,,dog-allergy-management,,,2024-05-07 07:53:16,2024-05-07 07:53:16,,0,http://petpalace.test/?post_type=product&#038;p=76,0,product,,0
77,1,2024-05-07 07:50:45,2024-05-07 07:50:45,,10 (1),,inherit,open,closed,,10-1,,,2024-05-07 07:50:45,2024-05-07 07:50:45,,76,http://petpalace.test/wp-content/uploads/2024/05/10-1.png,0,attachment,image/png,0
78,1,2024-05-07 07:52:06,2024-05-07 07:52:06,,Dog Allergy Management - 3kg,storlek: 3kg,publish,closed,closed,,dog-allergy-management-3kg,,,2024-05-07 07:52:33,2024-05-07 07:52:33,,76,http://petpalace.test/?post_type=product_variation&p=78,1,product_variation,,0
79,1,2024-05-07 07:52:06,2024-05-07 07:52:06,,Dog Allergy Management - 8kg,storlek: 8kg,publish,closed,closed,,dog-allergy-management-8kg,,,2024-05-07 07:52:33,2024-05-07 07:52:33,,76,http://petpalace.test/?post_type=product_variation&p=79,2,product_variation,,0
80,1,2024-05-07 07:54:26,2024-05-07 07:54:26,"Anallergenic torrfoder är ett dietiskt helfoder för hundar, som är utvecklat för minskad intolerans mot ingredienser och näringsämnen. Hydrolyserade proteinkällor och utvalda kolhydratkällor. REKOMMENDATION: veterinär bör rådfrågas före användning och före en förlängning av användningstiden. Använd Anallergenic torrfoder 3 till 8 veckor: om tecknen på intolerans försvinner, kan detta foder inledningsvis användas i upp till ett år.

Innehåller: Protein 18,0 %, Fettinnehåll 16,5 %, Råaska 6,2 %, Växttråd 2,0 %, Essentiell fettsyra (linolsyra) 2,6 %.",Dog Allergy Management,"<p><br data-mce-bogus=""1""></p>",inherit,closed,closed,,76-autosave-v1,,,2024-05-07 07:54:26,2024-05-07 07:54:26,,76,http://petpalace.test/?p=80,0,revision,,0
81,1,2024-05-07 07:58:47,2024-05-07 07:58:47,"Low fat - Svensktillverkat hundfoder för överviktiga hundar. Svenskt helfoder för vuxna hundar med låg aktivitetsnivå, Bozita Robur Dog Light svensk hundmat för övervikt eller för den äldre hunden med lite lägre energibehov, hundar med en tendens att gå upp i vikt. Bozita Robur Dog Light.

Innehåller: Protein 19%, fettinnehåll 8%, kolhydrater (NFE) 55%, växttråd 2%, råaska (mineraler) 6,5% (varav kalcium 1,1% och fosfor 1,0%), omega-6 2,8%, omega-3 0,4%, vatten 10%. Omsättbar energi 1360kJ/100g. *Naturliga råvaror.",Low Fat Torrfoder,,publish,open,closed,,low-fat-torrfoder,,,2024-05-07 07:58:47,2024-05-07 07:58:47,,0,http://petpalace.test/?post_type=product&#038;p=81,0,product,,0
82,1,2024-05-07 07:57:01,2024-05-07 07:57:01,,Low Fat Torrfoder - 2kg,storlek: 2kg,publish,closed,closed,,low-fat-torrfoder-2kg,,,2024-05-07 07:57:34,2024-05-07 07:57:34,,81,http://petpalace.test/?post_type=product_variation&p=82,1,product_variation,,0
83,1,2024-05-07 07:57:01,2024-05-07 07:57:01,,Low Fat Torrfoder - 6kg,storlek: 6kg,publish,closed,closed,,low-fat-torrfoder-6kg,,,2024-05-07 07:57:34,2024-05-07 07:57:34,,81,http://petpalace.test/?post_type=product_variation&p=83,2,product_variation,,0
84,1,2024-05-07 07:57:01,2024-05-07 07:57:01,,Low Fat Torrfoder - 12kg,storlek: 12kg,publish,closed,closed,,low-fat-torrfoder-12kg,,,2024-05-07 07:57:34,2024-05-07 07:57:34,,81,http://petpalace.test/?post_type=product_variation&p=84,3,product_variation,,0
85,1,2024-05-07 07:58:34,2024-05-07 07:58:34,,8 (1),,inherit,open,closed,,8-1,,,2024-05-07 07:58:34,2024-05-07 07:58:34,,81,http://petpalace.test/wp-content/uploads/2024/05/8-1.png,0,attachment,image/png,0
86,1,2024-05-07 08:02:40,2024-05-07 08:02:40,"My favourite dog Bones with lamb är smaskiga, mjuka belöningsgodisar för hundar av alla raser. Smaksatta med lamm är de oemotståndliga även för de mest kräsna hundarna. De är perfekta till din dagliga träning eller som belöning på hundpromenaden. My favourite dog Bones with lamb innehåller naturligtvis inget tillsatt socker, de går utmärkt att använda i aktiveringsleksaker och de levereras i en praktisk hink (i återvinningsbar plast) som gör att godisarna håller sig mjuka längre.

Spannmål, derivater av vegetabiliskt ursprung, kött och animaliska biprodukter (minst 4% lamm), oljor och fetter, extrakt av vegetabiliskt protein, propylenglykol",Bones With Lamb,,publish,open,closed,,bones-with-lamb,,,2024-05-07 08:04:18,2024-05-07 08:04:18,,0,http://petpalace.test/?post_type=product&#038;p=86,0,product,,0
87,1,2024-05-07 08:01:45,2024-05-07 08:01:45,,Bones With Lamb - 500g,storlek: 500g,publish,closed,closed,,bones-with-lamb-500g,,,2024-05-07 08:01:59,2024-05-07 08:01:59,,86,http://petpalace.test/?post_type=product_variation&p=87,1,product_variation,,0
88,1,2024-05-07 08:02:34,2024-05-07 08:02:34,,3 (1),,inherit,open,closed,,3-1,,,2024-05-07 08:02:34,2024-05-07 08:02:34,,86,http://petpalace.test/wp-content/uploads/2024/05/3-1.png,0,attachment,image/png,0
89,1,2024-05-07 08:07:22,2024-05-07 08:07:22,Ett härligt läderkoppel för promenaderna med din hund.,Läderkoppel,,publish,open,closed,,laderkoppel,,,2024-05-07 08:07:22,2024-05-07 08:07:22,,0,http://petpalace.test/?post_type=product&#038;p=89,0,product,,0
90,1,2024-05-07 08:07:15,2024-05-07 08:07:15,,45 (1),,inherit,open,closed,,45-1,,,2024-05-07 08:07:15,2024-05-07 08:07:15,,89,http://petpalace.test/wp-content/uploads/2024/05/45-1.png,0,attachment,image/png,0
91,1,2024-05-07 08:10:29,2024-05-07 08:10:29,Höna - Lång plyschleksak som är idealisk för dragkampslekar &amp; ruskande. Hundleksaken har inre strukturerad nacke för naturliga tugginstinkter. Lågtonspip &amp; förstärkt plyschdesignen håller hundar roade lekfulla länge. Perfekt för apporteringslekar med hunden. Kong Shakers Honkers Hen Dog Toy.,Shakers Honkers Hen Dog Toy,,publish,open,closed,,shakers-honkers-hen-dog-toy,,,2024-05-07 08:13:04,2024-05-07 08:13:04,,0,http://petpalace.test/?post_type=product&#038;p=91,0,product,,0
92,1,2024-05-07 08:09:00,2024-05-07 08:09:00,,38,,inherit,open,closed,,38,,,2024-05-07 08:09:00,2024-05-07 08:09:00,,91,http://petpalace.test/wp-content/uploads/2024/05/38.png,0,attachment,image/png,0
93,1,2024-05-07 08:12:18,2024-05-07 08:12:18,"Björn - Gulligt mjukisdjur ""kiddos bear"" till hunden från KONG. Mjukisbjörnen passar perfekt för långa lek &amp; mysstunder. Praktisk pipfunktion som du enkelt kan ta bort om du önskar lugn &amp; ro medan hunden leker. Sätt i pipfunktionen igen om du önskar att hunden ska få lite extra rolig lek med pipljud. Kong Comfort Kiddos Bear Black Large Dog Toy",Comfort Kiddos Bear Black Large,,publish,open,closed,,comfort-kiddos-bear-black-large,,,2024-05-07 08:14:08,2024-05-07 08:14:08,,0,http://petpalace.test/?post_type=product&#038;p=93,0,product,,0
94,1,2024-05-07 08:11:43,2024-05-07 08:11:43,,42,,inherit,open,closed,,42,,,2024-05-07 08:11:43,2024-05-07 08:11:43,,93,http://petpalace.test/wp-content/uploads/2024/05/42.png,0,attachment,image/png,0
95,1,2024-05-07 09:12:29,2024-05-07 09:12:29,"Våra små minitigrar är strikta köttätare och behöver ha ett  foder anpassat därefter. Denna blötmat innehåller mycket gott och lättsmält kött från kalkon och lax. Dessutom innehåller blötmaten andra naturliga ingredienser som främjar kattens välbefinnande:
<ul>
 	<li>Omega-3 fettsyror från linfröolja främjar en frisk hud och glansig päls samt hjärnan och synens normala funktion</li>
 	<li>Innehåller näringsrikt och lättsmält kött som också gör maten särskilt välsmakande</li>
 	<li>Zink och biotin främjar hud och päls</li>
 	<li>Tranbär främjar friska urinvägar</li>
 	<li>Helt spannmål- och potatisfri</li>
 	<li>Innehåller inga artificiella smaker, färgämnen eller konserveringsmedel</li>
</ul>",Kitten Turkey & Salmon,,publish,open,closed,,turkey-salmon,,,2024-05-07 09:24:00,2024-05-07 09:24:00,,0,http://petpalace.test/?post_type=product&#038;p=95,0,product,,0
96,1,2024-05-07 09:12:20,2024-05-07 09:12:20,,11,,inherit,open,closed,,11,,,2024-05-07 09:12:20,2024-05-07 09:12:20,,95,http://petpalace.test/wp-content/uploads/2024/05/11.png,0,attachment,image/png,0
97,1,2024-05-07 09:21:16,2024-05-07 09:21:16,"Free Range Chicken är ett torrfoder som är speciellt framtagen för att vara helt spannmålsfritt. Kötthalten är över 65% och består utav kyckling för att erbjuda en proteinrik diet som din katt kommer må bra av. Free Range Chicken ger din katt mycket näring och innehåller få kolhydrater, inget spannmål och en hel drös med välgörande grönsaker och växter för att efterlikna kattens naturliga föda. Kyckling är en utmärkt källa för protein, vitaminer, fosfor och selen - samtliga stärker immunsystemet! Sötpotatis är en lättsmält energikälla som tas upp långsamt, rik på antioxidanter och en utmärkt källa för fiber. Sjögräs ger en naturlig och värdefull mineralkälla som bland annat kontrollerar metabolismen hos din katt. Ringblomma, tranbär och kamomill stimulerar produkten av vita blodkroppar och stärker immunförsvaret samtidigt som de har en rogivande effekt för att reducera stress.",Cat Free Range Chicken,,publish,open,closed,,cat-free-range-chicken,,,2024-05-07 09:28:58,2024-05-07 09:28:58,,0,http://petpalace.test/?post_type=product&#038;p=97,0,product,,0
98,1,2024-05-07 09:16:22,2024-05-07 09:16:22,,12,,inherit,open,closed,,12,,,2024-05-07 09:16:22,2024-05-07 09:16:22,,97,http://petpalace.test/wp-content/uploads/2024/05/12.png,0,attachment,image/png,0
99,1,2024-05-07 09:17:01,2024-05-07 09:17:01,,Cat Free Range Chicken - 2 kg,Storlek: 2 kg,publish,closed,closed,,cat-regional-red-2-kg,,,2024-05-07 09:21:13,2024-05-07 09:21:13,,97,http://petpalace.test/?post_type=product_variation&p=99,1,product_variation,,0
100,1,2024-05-07 09:17:01,2024-05-07 09:17:01,,Cat Free Range Chicken - 4 kg,Storlek: 4 kg,publish,closed,closed,,cat-regional-red-4-kg,,,2024-05-07 09:21:13,2024-05-07 09:21:13,,97,http://petpalace.test/?post_type=product_variation&p=100,2,product_variation,,0
101,1,2024-05-07 09:17:01,2024-05-07 09:17:01,,Cat Free Range Chicken - 8 kg,Storlek: 8 kg,publish,closed,closed,,cat-regional-red-8-kg,,,2024-05-07 09:21:13,2024-05-07 09:21:13,,97,http://petpalace.test/?post_type=product_variation&p=101,3,product_variation,,0
102,1,2024-05-07 09:28:22,2024-05-07 09:28:22,"Med vår filosofi återvänder vi till katternas naturliga ursprung där animaliska proteinkällor står i centrum vid utfodringen. Kitten Lax &amp; Kalkon är ett helt spannmåls- och potatisfritt helfoder med lax för växande kattungar (1-12 månader). Fodret innehåller allt din kattunge behöver för en sund utveckling och tillväxt och för att den ska kunna leva ett långt och friskt liv. Lax är en animalisk proteinkälla som få katter är allergiska mot, det är mycket lättsmält, mycket smakligt och brukar falla de flesta katter i smaken. Lax och kalkon är goda källor till lättsmälta proteiner och lax är rik på är omättade Omega 3-fettsyror som hjälper till förbättra utseende och kvalitet på hud och päls. Fodret är även berikat med skogsbär, grönsaker och örter som underlättar matsmältningen och hjälper till att gynna en god tarmflora. Fodret bidrar till en god utveckling av skelett, muskler och immunförsvar. Alla vår foder är helt fria från kemikalier, konserveringsmedel och färgämnen. Finns i tre olika förpackningsstorlekar, 400 g, 2 kg samt 6 kg.",Kitten Lax & Kalkon,,publish,open,closed,,kitten-lax-kalkon,,,2024-05-07 09:28:46,2024-05-07 09:28:46,,0,http://petpalace.test/?post_type=product&#038;p=102,0,product,,0
103,1,2024-05-07 09:24:28,2024-05-07 09:24:28,,13,,inherit,open,closed,,13,,,2024-05-07 09:24:28,2024-05-07 09:24:28,,102,http://petpalace.test/wp-content/uploads/2024/05/13.png,0,attachment,image/png,0
104,1,2024-05-07 09:27:15,2024-05-07 09:27:15,,Kitten Lax & Kalkon - 400 g,Storlek: 400 g,publish,closed,closed,,kitten-lax-kalkon-400-g,,,2024-05-07 09:28:17,2024-05-07 09:28:17,,102,http://petpalace.test/?post_type=product_variation&p=104,1,product_variation,,0
105,1,2024-05-07 09:27:15,2024-05-07 09:27:15,,Kitten Lax & Kalkon - 2 kg,Storlek: 2 kg,publish,closed,closed,,kitten-lax-kalkon-2-kg,,,2024-05-07 09:28:17,2024-05-07 09:28:17,,102,http://petpalace.test/?post_type=product_variation&p=105,2,product_variation,,0
106,1,2024-05-07 09:27:15,2024-05-07 09:27:15,,Kitten Lax & Kalkon - 6 kg,Storlek: 6 kg,publish,closed,closed,,kitten-lax-kalkon-6-kg,,,2024-05-07 09:28:17,2024-05-07 09:28:17,,102,http://petpalace.test/?post_type=product_variation&p=106,3,product_variation,,0
107,1,2024-05-07 09:32:33,2024-05-07 09:32:33,"Ett högkvalitativt, spannmålsfritt kattgodis. Godiset har högt köttinnehåll och innehåller antioxidanter.

Din vän bör ha en balanserad kost där godis enbart utgör en liten del av dess dagliga intag. Även om din bästa vän är en gottegris är det ditt jobb att se till att den håller sig hälsosam. Nosa reda på rekommendationer på baksidan av förpackningarna och kom ihåg att kattens storlek påverkar intaget.",Cat Snack Chicken & Thyme,,publish,open,closed,,cat-snack-chicken-thyme,,,2024-05-07 09:32:33,2024-05-07 09:32:33,,0,http://petpalace.test/?post_type=product&#038;p=107,0,product,,0
108,1,2024-05-07 09:30:27,2024-05-07 09:30:27,,14,,inherit,open,closed,,14,,,2024-05-07 09:30:27,2024-05-07 09:30:27,,107,http://petpalace.test/wp-content/uploads/2024/05/14.png,0,attachment,image/png,0
109,1,2024-05-07 09:36:54,2024-05-07 09:36:54,"Våtfoder med mört kycklingbröst och nötkött i gelé med hög smaklighet och smältbarhet. Ett naturligt kompletteringsfoder för den vuxna katten. Innehåller inga konstgjorda tillsatser, smakämnen eller konserveringsmedel. Komplettera med andra våtfoder och torrfoder för en balanserad diet. Se alltid till att din katt har tillgång till färskt vatten.",Kyckling & Biff i Gelé,,publish,open,closed,,kyckling-biff-i-gele,,,2024-05-07 09:37:08,2024-05-07 09:37:08,,0,http://petpalace.test/?post_type=product&#038;p=109,0,product,,0
110,1,2024-05-07 09:36:32,2024-05-07 09:36:32,,15,,inherit,open,closed,,15,,,2024-05-07 09:36:32,2024-05-07 09:36:32,,109,http://petpalace.test/wp-content/uploads/2024/05/15.png,0,attachment,image/png,0
111,1,2024-05-07 09:44:41,2024-05-07 09:44:41,En enkel klöspelare Piko för mindre katter. En klöspelare är perfekt för katter att vässa sina klor på och sparar på så sätt din heminredning och andra föremål. Dessutom har Piko klöspelaren hängande leksaker som gör det extra roligt för katten. Färg: Rosa. Mått:  H 47 x Ø 31 x cm,Klöspelare Piko Rosa,,publish,open,closed,,klospelare-piko-rosa,,,2024-05-07 09:54:23,2024-05-07 09:54:23,,0,http://petpalace.test/?post_type=product&#038;p=111,0,product,,0
112,1,2024-05-07 09:41:24,2024-05-07 09:41:24,,26,,inherit,open,closed,,26,,,2024-05-07 09:41:24,2024-05-07 09:41:24,,111,http://petpalace.test/wp-content/uploads/2024/05/26.png,0,attachment,image/png,0
113,1,2024-05-07 09:50:58,2024-05-07 09:50:58,"Ett vackert sagoslott med slottstrappa och tre mysiga utkikstorn erbjuder den fyrbenta kungliga högheten en mängd liggplatser!
I det stora sovhuset har också stora kattraser tillräckligt med plats att dra sig tillbaka på.

De extra stora, delade klösstammarna med sisal är perfekta att vässa klorna på och katten kan tänja sig ordentligt. Dessutom är stammarna roliga att klättra på, och i hushåll med flera katter är de omtyckta för spännande jaktlekar. En slottstrappa med plysch leder från taket på det stora sovhuset till ett annat hus en våning högre, lite mindre i storlek. De två slottstornen har var sin vadderad utkiksplattform med en kant att luta sig mot. Härifrån kan katten bekvämt ha kungariket under uppsikt.",Paradise Klösträd,,trash,open,closed,,__trashed,,,2024-05-07 09:50:58,2024-05-07 09:50:58,,0,http://petpalace.test/?post_type=product&#038;p=113,0,product,,0
114,1,2024-05-07 09:47:21,2024-05-07 09:47:21,,32,,inherit,open,closed,,32,,,2024-05-07 09:47:21,2024-05-07 09:47:21,,113,http://petpalace.test/wp-content/uploads/2024/05/32.png,0,attachment,image/png,0
115,1,2024-05-07 09:53:42,2024-05-07 09:53:42,"Ett vackert sagoslott med slottstrappa och tre mysiga utkikstorn erbjuder den fyrbenta kungliga högheten en mängd liggplatser!
I det stora sovhuset har också stora kattraser tillräckligt med plats att dra sig tillbaka på.

De extra stora, delade klösstammarna med sisal är perfekta att vässa klorna på och katten kan tänja sig ordentligt. Dessutom är stammarna roliga att klättra på, och i hushåll med flera katter är de omtyckta för spännande jaktlekar. En slottstrappa med plysch leder från taket på det stora sovhuset till ett annat hus en våning högre, lite mindre i storlek. De två slottstornen har var sin vadderad utkiksplattform med en kant att luta sig mot. Härifrån kan katten bekvämt ha kungariket under uppsikt.",Paradise Klösträd,,publish,open,closed,,paradise-klostrad,,,2024-05-07 09:54:00,2024-05-07 09:54:00,,0,http://petpalace.test/?post_type=product&#038;p=115,0,product,,0
116,1,2024-05-07 09:52:47,2024-05-07 09:52:47,,Paradise Klösträd - Brun,Färg: Brun,publish,closed,closed,,paradise-klostrad-brun,,,2024-05-07 09:53:29,2024-05-07 09:53:29,,115,http://petpalace.test/?post_type=product_variation&p=116,1,product_variation,,0
117,1,2024-05-07 09:52:47,2024-05-07 09:52:47,,Paradise Klösträd - Grå,Färg: Grå,publish,closed,closed,,paradise-klostrad-gra,,,2024-05-07 09:53:40,2024-05-07 09:53:40,,115,http://petpalace.test/?post_type=product_variation&p=117,2,product_variation,,0
118,1,2024-05-07 09:56:40,2024-05-07 09:56:40,Praktisk transportbur i plast för katter och små hundar. En säker transportbur som underlättar transporter t.ex. till veterinären. Med avtagbar lucka och god ventilation. Lätt att rengöra. Storlek: 58 x 37 x 32 cm.,Atlas Transportbur,,publish,open,closed,,atlas-transportbur,,,2024-05-07 09:56:40,2024-05-07 09:56:40,,0,http://petpalace.test/?post_type=product&#038;p=118,0,product,,0
119,1,2024-05-07 09:55:58,2024-05-07 09:55:58,,30,,inherit,open,closed,,30,,,2024-05-07 09:55:58,2024-05-07 09:55:58,,118,http://petpalace.test/wp-content/uploads/2024/05/30.png,0,attachment,image/png,0
120,1,2024-05-07 10:01:32,2024-05-07 10:01:32,"Extra Strength Unscented är en oparfymerad kattsand av högsta kvalitet med maximal klumpbildningsförmåga, vilket förhindrar urinen från att tränga sig igenom och lägga sig på botten av lådan där det bildas bakterier som gör att det börjar lukta. Kattsanden passar både katter och kattägare som är känsliga för parfym. Kattsandens alla korn innehåller aktivt kol, vilket bidrar till att fånga upp och neutralisera de molekyler som orsakar dålig lukt. Kattsanden innehåller endast naturliga mineraler och lera, bland annat bentonitlera och ett antimikrobiellt ämne som tillsätts för att förhindra tillväxten av odörorsakande bakterier. 10 kg.",Extra Strong Unscented Kattsand,,publish,open,closed,,extra-strong-unscented-kattsand,,,2024-05-07 10:01:32,2024-05-07 10:01:32,,0,http://petpalace.test/?post_type=product&#038;p=120,0,product,,0
121,1,2024-05-07 09:59:06,2024-05-07 09:59:06,,74,,inherit,open,closed,,74,,,2024-05-07 09:59:06,2024-05-07 09:59:06,,120,http://petpalace.test/wp-content/uploads/2024/05/74.png,0,attachment,image/png,0
124,1,2024-05-07 10:04:14,2024-05-07 10:04:14,"Cat step kattsand är en nydesignad klumpande kattsand gjord på restprodukter från sojabönor. Detta har en utmärkt absorptionsförmåga, odör kontroll samt klumpningsförmåga. Den är giftfri, innehåller inga kemiska tillsatser och är säker för människor och djur. Oparfymerad. 6 L.",Tofu Kattsand,,publish,open,closed,,tofu-kattsand,,,2024-05-07 10:04:53,2024-05-07 10:04:53,,0,http://petpalace.test/?post_type=product&#038;p=124,0,product,,0
125,1,2024-05-07 10:04:09,2024-05-07 10:04:09,,75,,inherit,open,closed,,75,,,2024-05-07 10:04:09,2024-05-07 10:04:09,,124,http://petpalace.test/wp-content/uploads/2024/05/75.png,0,attachment,image/png,0
126,1,2024-05-07 10:07:56,2024-05-07 10:07:56,Locka din misse med kattvippan. Mjau vad kul! Storlek: 30 cm.,Kattvippa med Fjädrar,,publish,open,closed,,kattvippa-med-fjadrar,,,2024-05-07 10:07:57,2024-05-07 10:07:57,,0,http://petpalace.test/?post_type=product&#038;p=126,0,product,,0
127,1,2024-05-07 10:07:49,2024-05-07 10:07:49,,28,,inherit,open,closed,,28,,,2024-05-07 10:07:49,2024-05-07 10:07:49,,126,http://petpalace.test/wp-content/uploads/2024/05/28.png,0,attachment,image/png,0
128,1,2024-05-07 10:09:51,2024-05-07 10:09:51,Våra hundar och katters klor växer ständigt och dem kan behöva lite hjälp på traven att klippa dessa så att dem inte blir för långa. Denna klotång är en praktisk och behändig klotång av rostfritt stål och bekväma plasthandtag. Var noga med att inte klippa i pulpan (den blodförsedda delen av klon) och klipp hellre lite och ofta istället för mycket och sällan!,Klotång,,publish,open,closed,,klotang,,,2024-05-07 10:09:51,2024-05-07 10:09:51,,0,http://petpalace.test/?post_type=product&#038;p=128,0,product,,0
129,1,2024-05-07 10:09:25,2024-05-07 10:09:25,,48,,inherit,open,closed,,48,,,2024-05-07 10:09:25,2024-05-07 10:09:25,,128,http://petpalace.test/wp-content/uploads/2024/05/48.png,0,attachment,image/png,0
130,1,2024-05-07 10:11:46,2024-05-07 10:11:46,"Att jaga är ett naturligt beteende för alla katter. House mus är fyll med kattmynta och prasslande material, vilket gör leken extra rolig. De olika texturerna gör jakten verklighetstrogen, och stimulerar din katts jaktbehov. Storlek: 6 x 5 x 20 cm

Kom ihåg! Vissa av våra sällskapsdjur är starkare än vi tror. Håll katten under uppsikt när den leker, och ta bort leksaken om den går sönder. Tänk på att anpassa storleken på leksaken efter hur stort ditt djur är, lagom är alltid bäst.",House mus,,publish,open,closed,,house-mus,,,2024-05-07 10:11:47,2024-05-07 10:11:47,,0,http://petpalace.test/?post_type=product&#038;p=130,0,product,,0
131,1,2024-05-07 10:11:39,2024-05-07 10:11:39,,37,,inherit,open,closed,,37,,,2024-05-07 10:11:39,2024-05-07 10:11:39,,130,http://petpalace.test/wp-content/uploads/2024/05/37.png,0,attachment,image/png,0
132,1,2024-05-07 14:26:48,0000-00-00 00:00:00,"{
    ""woocommerce_thumbnail_cropping"": {
        ""value"": ""custom"",
        ""type"": ""option"",
        ""user_id"": 1,
        ""date_modified_gmt"": ""2024-05-07 14:26:48""
    }
}",,,auto-draft,closed,closed,,34dd2c6c-f976-4376-947e-8f8176acea59,,,2024-05-07 14:26:48,0000-00-00 00:00:00,,0,http://petpalace.test/?p=132,0,customize_changeset,,0
133,1,2024-05-07 14:31:58,2024-05-07 14:31:58,,42,,inherit,open,closed,,42-2,,,2024-05-07 14:31:58,2024-05-07 14:31:58,,0,http://petpalace.test/wp-content/uploads/2024/05/42-1.png,0,attachment,image/png,0
134,1,2024-05-07 14:32:01,2024-05-07 14:32:01,,38,,inherit,open,closed,,38-2,,,2024-05-07 14:32:01,2024-05-07 14:32:01,,0,http://petpalace.test/wp-content/uploads/2024/05/38-1.png,0,attachment,image/png,0
135,1,2024-05-07 14:32:03,2024-05-07 14:32:03,,45 (1),,inherit,open,closed,,45-1-2,,,2024-05-07 14:32:03,2024-05-07 14:32:03,,0,http://petpalace.test/wp-content/uploads/2024/05/45-1-1.png,0,attachment,image/png,0
136,1,2024-05-07 14:32:06,2024-05-07 14:32:06,,3 (1),,inherit,open,closed,,3-1-2,,,2024-05-07 14:32:06,2024-05-07 14:32:06,,0,http://petpalace.test/wp-content/uploads/2024/05/3-1-1.png,0,attachment,image/png,0
137,1,2024-05-07 14:32:09,2024-05-07 14:32:09,,8 (1),,inherit,open,closed,,8-1-2,,,2024-05-07 14:32:09,2024-05-07 14:32:09,,0,http://petpalace.test/wp-content/uploads/2024/05/8-1-1.png,0,attachment,image/png,0
138,1,2024-05-07 14:32:11,2024-05-07 14:32:11,,10 (1),,inherit,open,closed,,10-1-2,,,2024-05-07 14:32:11,2024-05-07 14:32:11,,0,http://petpalace.test/wp-content/uploads/2024/05/10-1-1.png,0,attachment,image/png,0
139,1,2024-05-07 14:32:14,2024-05-07 14:32:14,,9 (1),,inherit,open,closed,,9-1-2,,,2024-05-07 14:32:14,2024-05-07 14:32:14,,0,http://petpalace.test/wp-content/uploads/2024/05/9-1-1.png,0,attachment,image/png,0
140,1,2024-05-07 14:32:17,2024-05-07 14:32:17,,6 (1),,inherit,open,closed,,6-1-2,,,2024-05-07 14:32:17,2024-05-07 14:32:17,,0,http://petpalace.test/wp-content/uploads/2024/05/6-1-1.png,0,attachment,image/png,0
141,1,2024-05-07 14:32:19,2024-05-07 14:32:19,,5 (1),,inherit,open,closed,,5-1-2,,,2024-05-07 14:32:19,2024-05-07 14:32:19,,0,http://petpalace.test/wp-content/uploads/2024/05/5-1-1.png,0,attachment,image/png,0
142,1,2024-05-07 14:32:22,2024-05-07 14:32:22,,1 (1),,inherit,open,closed,,1-1-2,,,2024-05-07 14:32:22,2024-05-07 14:32:22,,0,http://petpalace.test/wp-content/uploads/2024/05/1-1-1.png,0,attachment,image/png,0
